Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
The Visitor,Lee Child,"Sergeant Amy Callan and Lieutenant Caroline Cook have a lot in common. Both were army high-flyers. Both were acquainted with Jack Reacher. Both were forced to resign from the service. Now they're both dead. Both were found in their own home, naked, in a bath full of paint. Both apparent victims of an army man. A loner, a smart guy with a score to settle, a ruthless vigilante. A man just like Jack Reacher.",Armies,2001,516,en,No rating,http://books.google.co.in/books?id=UGUahZnpa0MC&dq=subject:thriller&hl=&cd=12&source=gbs_api,http://books.google.com/books/content?id=UGUahZnpa0MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Partner,John Grisham,"They hired him. They trusted him. Now they don't want justice--they want revenge.... For four years, Patrick had often wondered how it would feel if they caught him. Now he was terror-stricken. Practically naked and strapped down like an animal, he knew the next few hours would be insufferable.... Once he was a well-liked, well-paid young partner in a thriving Mississippi law firm. Then Patrick Lanigan stole ninety million dollars from his own firm--and ran for his life. For four years, he evaded men who were rich, powerful, and would stop at nothing to find him. Then, inevitably, on the edge of the Brazilian jungle, they finally tracked him down. Now Patrick is coming home. And in the Mississippi city where it all began, an extraordinary trial is about to begin. As prosecutors circle like sharks, as Patrick's lawyer prepares his defense, as Patrick's lover prays for his deliverance and his former partners wait for their revenge, another story is about to emerge. Because Patrick Lanigan, the most reviled white-collar criminal of his time, knows something that no one else in the world knows. He knows the truth....",Fiction,1998,496,en,No rating,http://books.google.co.in/books?id=DD1VCBWIJkYC&dq=subject:thriller&hl=&cd=13&source=gbs_api,http://books.google.com/books/content?id=DD1VCBWIJkYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
King and Maxwell,David Baldacci,"The teenage son of an U.S. MIA in Afghanistan hires Sean King and Michelle Maxwell--former Secret Service agents turned private investigators--to solve the mystery surrounding his father. But their investigation quickly leads to deeper, more troubling questions. Could Tyler's father really still be alive? What was his true mission? Could Tyler be the next target?",FICTION,2014-07-01,297,en,No rating,http://books.google.co.in/books?id=7UHjoQEACAAJ&dq=subject:thriller&hl=&cd=14&source=gbs_api,http://books.google.com/books/content?id=7UHjoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Catching Fire,Suzanne Collins,Katniss Everdeen continues to struggle to protect herself and her family from the Capitol in this second novel from the bestselling Hunger Games trilogy.,JUVENILE FICTION,2009,391,en,No rating,http://books.google.co.in/books?id=1oxGzgEACAAJ&dq=subject:thriller&hl=&cd=15&source=gbs_api,http://books.google.com/books/content?id=1oxGzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Psycho,Robert Bloch,"From the opening pages, the scene is set for the menace to come: the lonely Bates Motel, the obsessional Norman Bates, the runaway secretary, the face at the rain-soaked window and at the end the terrifying stabbing in the shower.","Bates, Norman (Fictitious character)",1959,185,en,No rating,http://books.google.co.in/books?id=jxklPwAACAAJ&dq=subject:thriller&hl=&cd=16&source=gbs_api,No thumbnail available
The Apostle,Brad Thor,"When a media titan's daughter is kidnapped in Afghanistan and offered in exchange for the freedom of a top Al Qaeda operative, Navy SEAL turned covert Homeland Security operative Scot Harvath undertakes a dangerous mission to free the terrorist from a Kabul prison only to discover that things are not what they seem.",Fiction,2009-06-30,371,en,3.5,http://books.google.co.in/books?id=o56mu1GaW2kC&printsec=frontcover&dq=subject:thriller&hl=&cd=17&source=gbs_api,http://books.google.com/books/content?id=o56mu1GaW2kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Holcroft Covenant,Robert Ludlum,"The Fourth Reich is waiting to be born. The only man who can stop it is about to sign its birth certificate. In 1945 the children of the Third Reich were secretly hidden all over the world-to be concealed until the 1970's, when they would come of age. Then the most elaborate plans and $780 million in a Swiss bank would be waiting. There would even be an unsuspecting outsider to set the plan into action. that outsider is Noel Holcroft, the American son of a high-ranking Nazi. He's just been shown an amazing document, the Holcroft Covenant. If he signs, it will be his own death warrant and a devastating threat to the security of the world.",Adventure stories,1978,514,en,3.5,http://books.google.co.in/books?id=afSBdDkZTgkC&dq=subject:thriller&hl=&cd=18&source=gbs_api,http://books.google.com/books/content?id=afSBdDkZTgkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Case of Need,"Michael Crichton, Jeffrey Hudson","A Case of Need is Michael Crichton's award-winning debut novel, written shortly after he completed his medical internship. Set against the ever-building pressure and pace of a large Boston medical center, the tensions flare-and explode-when a surgical operation tragically ends in death, raising countless questions. Was it accidental malpractice? A violation of the Hippocratic oath? Or cold-blooded murder?",Fiction,1994,414,en,No rating,http://books.google.co.in/books?id=Xg8OU1Y-OLgC&dq=subject:thriller&hl=&cd=19&source=gbs_api,http://books.google.com/books/content?id=Xg8OU1Y-OLgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Hour Game,David Baldacci,When is a serial killer not a serial killer? When are the hands on a clock not the hands on a clock? When you play the hour game.,Government investigators,2004,722,en,No rating,http://books.google.co.in/books?id=vJ7xtwEACAAJ&dq=subject:thriller&hl=&cd=20&source=gbs_api,http://books.google.com/books/content?id=vJ7xtwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Harbour,John Ajvide Lindqvist,"On a winter trip home to the island of Domarö, Anders and Cecilia take their six-year-old daughter Maja across the ice to visit the lighthouse at Gåvasten. And Maja disappears. Leaving not even a footprint in the snow. Two years later, alone and more or less permanently drunk, Anders returns to Domarö to confront his despair. He slowly realises that Maja's disappearance is not the first inexplicable tragedy to strike the islanders. Nor is everyone telling him all they know; even his own mother, it seems, is keeping secrets. And what is it about the sea? There's something very bad happening on Domarö. Something that involves the sea itself. As he did with Let the Right One Inand Handling the Undead, John Ajvide Lindqvist serves up a masterful cocktail of suspense laced with bizarre humour and a narrative that barely pauses for breath. Harbour is also a heartbreaking study of loss and guilt and a novel whose epic climax pits the infinite force of nature against the implacable love of a father for his child.",Alcoholic fathers,2010,441,en,No rating,http://books.google.co.in/books?id=BjqT3okyFrkC&dq=subject:thriller&hl=&cd=21&source=gbs_api,http://books.google.com/books/content?id=BjqT3okyFrkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Camel Club,David Baldacci,"The Camel Club is a four-man group of Washington, D.C. misfits, that meet weekly to discuss political conspiracies they believe exist and what actions they might take. One night club members witness the murder of Secret Service employee Patrick Johnson, thus thrusting the wacky crew into the middle of a bigger conspiracy than they could ever have imagined.",Fiction,2005,705,en,No rating,http://books.google.co.in/books?id=6gImDwAAQBAJ&dq=subject:thriller&hl=&cd=22&source=gbs_api,http://books.google.com/books/content?id=6gImDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Apprentice,Tess Gerritsen,"Although serial killer Warren Hoyt is behind bars, a copycat-at-large continues his legacy of murders performed with twisted medical techniques.",Fiction,2002,439,en,No rating,http://books.google.co.in/books?id=i2GcPwAACAAJ&dq=subject:thriller&hl=&cd=23&source=gbs_api,http://books.google.com/books/content?id=i2GcPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Artifact,"Kevin J. Anderson, Janet Berliner, Matthew Costello",The discovery of four stones of non-earthly origin triggers a deadly race to find the final piece and complete the mysterious artifact.,Fiction,2003-05-23,300,en,No rating,http://books.google.co.in/books?id=M0PEOj7I9IkC&dq=subject:thriller&hl=&cd=24&source=gbs_api,http://books.google.com/books/content?id=M0PEOj7I9IkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Tripwire,Lee Child,"Jack Reacher's anonymity in Key West is shattered by the appearance of a private investigator who' come to town looking for him. But only hours after his arrival, the stranger is murdered. Retracing the PI's cold trail back to New York City, Reacher is compelled to find out who was looking for him and why. He never expected the reasons to be so personal, so dangerous, and so very twisted.",Detective and mystery fiction,2011,548,en,No rating,http://books.google.co.in/books?id=MBtctNppOJAC&dq=subject:thriller&hl=&cd=25&source=gbs_api,http://books.google.com/books/content?id=MBtctNppOJAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Trust No One,Paul Cleave,"Jerry Grey is known to most of the world by his crime writing pseudonym, Henry Cutter--a name that has been keeping readers at the edge of their seats for more than a decade. Recently diagnosed with early onset Alzheimer's at the age of forty-nine, Jerry's crime writing days are coming to an end. His twelve books tell stories of brutal murders committed by bad men, of a world out of balance, of victims finding the darkest forms of justice. As his dementia begins to break down the wall between his life and the lives of the characters he has created, Jerry confesses his worst secret: The stories are real. He knows this because he committed the crimes. Those close to him, including the nurses at the care home where he now lives, insist that it is all in his head, that his memory is being toyed with and manipulated by his unfortunate disease. But if that were true, then why are so many bad things happening? Why are people dying?",Fiction,2016-06-07,352,en,5,http://books.google.co.in/books?id=-PBEDAAAQBAJ&printsec=frontcover&dq=subject:thriller&hl=&cd=26&source=gbs_api,http://books.google.com/books/content?id=-PBEDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alex,Pierre Lemaître,"In kidnapping cases, the first few hours are crucial. Alex Prévost - beautiful, resourceful, tough - may be no ordinary victim, but her time is running out. Commandant Camille Verhoeven and his detectives have nothing to go on: all they know is that a girl was snatched off the streets of Paris and bundled into a white van. The enigma that is the fate of Alex will keep Verhoeven guessing until the bitter, bitter end. And before long, saving her life will be the least of his worries.",Crime,2014-03,No page count available,en,No rating,http://books.google.co.in/books?id=tAMGoQEACAAJ&dq=subject:thriller&hl=&cd=27&source=gbs_api,http://books.google.com/books/content?id=tAMGoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Traveller,John Twelve Hawks,"In the shadows of our modern society, an ancient conflict between good and evil is being fought. A life-and-death battle we will never see, between those who wish to control history and those who will risk their lives for freedom and enlightenment... Los Angeles: A city where you have to work hard to live beneath the surface. Gabriel and Michael Corrigan are trying to do just that. Since childhood, the brothers have been shaped by the stories that their mystical father, a man of strange powers and intuition, has told them about the world in which they live. After his violent death, they have been living 'off the grid' - that is, invisible to the intricate surveillance networks that monitor our modern lives. London: Maya, a tough and feisty young woman, is playing at being a citizen, is playing at leading a normal life. But her background is anything but. Trained to fight since she was a young girl, she is the last in a long line whose duty is to protect the gifted among us. When she is summoned to Prague by her aillng father, she learns that Gabriel and Michael's lives are in danger and are in desperate need of protection. the meeting with her father before brutally killing him. Tasked to hunt down the brothers, he tracks Maya as she seeks to fulfil what turns out to be her father's last command. When Maya flies to California to find them, an extraordinary chase begins, the final running battle in the war which will reveal the secret history of our time...",Fiction,2005,468,en,4,http://books.google.co.in/books?id=Z0-oxxP9qBQC&dq=subject:thriller&hl=&cd=28&source=gbs_api,http://books.google.com/books/content?id=Z0-oxxP9qBQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Path of the Assassin,Brad Thor,"With action-packed prose and dead-on authenticity, Thor and his indomitable hero Scot Harvath--from ""The Lions of Lucerne""--are back, raising the stakes and taking on an anonymous terrorist bent on stoking a global holy war of apocalyptic proportions.",Fiction,2003-07-29,545,en,3,http://books.google.co.in/books?id=aQUWFZWdg1IC&printsec=frontcover&dq=subject:thriller&hl=&cd=29&source=gbs_api,http://books.google.com/books/content?id=aQUWFZWdg1IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Phantom of Manhattan,"Frederick Forsyth, Patrick O'Brian","A stunning sequel to Phantom of the Opera. It is 1906 and Erik, the creature with the hideous face but poetic heart, has escaped to America. He has heard that his beloved-now an international opera star-has a son, and is determined to learn the truth.",Fiction,2000,236,en,No rating,http://books.google.co.in/books?id=C-UBwBXPsiAC&dq=subject:thriller&hl=&cd=30&source=gbs_api,http://books.google.com/books/content?id=C-UBwBXPsiAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Dark of the Sun,Wilbur Smith,"They hunt diamonds. They hunt cannibals. They hunt each other. They're mercenaries in the Congo, a battlefield torn apart like a vast, wide-open wound. For mercenary leader Bruce Curry, the mission means hunting the thing he hates most and savoring every shameless minute. For beyond hate, beyond revenge, is the thrill of hunting the most dangerous and cunning game of all -- man.",Africa,1989-01-01,315,en,No rating,http://books.google.co.in/books?id=bmdYQgAACAAJ&dq=subject:thriller&hl=&cd=31&source=gbs_api,http://books.google.com/books/content?id=bmdYQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Captain Alatriste,Arturo Pérez-Reverte,"Wounded seventeenth-century Spanish soldier Alatriste works as a swordsman-for-hire in Madrid, but when his latest job takes an unexpectedly deadly turn, he realizes he is in the employ of one of the Spanish Inquisition's most dangerous figures.",Fiction,2005,253,en,No rating,http://books.google.co.in/books?id=v_doQgAACAAJ&dq=subject:thriller&hl=&cd=32&source=gbs_api,http://books.google.com/books/content?id=v_doQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Brief History of Seven Killings,Marlon James,"On 3 December 1976, just weeks before Bob Marley was to play the Smile Jamaica Concert to ease political tensions, seven gunmen from West Kingston stormed his house. Marley survived and went on to perform at the free concert. Not a lot was recorded about the fate of the seven gunmen, but much has been said, whispered and sung about in the streets of West Kingston.",Assassins,2015-01-10,No page count available,en,No rating,http://books.google.co.in/books?id=ZMLkjwEACAAJ&dq=subject:thriller&hl=&cd=33&source=gbs_api,http://books.google.com/books/content?id=ZMLkjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Silence that Speaks,Andrea Kane,"Former Navy SEAL Marc Deveraux teams up with Forensic Instincts to protect the life of nurse and former flame Madeline Westfield, whose would-be killer blames her for the death of a hospital administrator.",Fiction,2015,331,en,No rating,http://books.google.co.in/books?id=wAshCgAAQBAJ&printsec=frontcover&dq=subject:thriller&hl=&cd=34&source=gbs_api,http://books.google.com/books/content?id=wAshCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Four Blind Mice,James Patterson,"Alex Cross is plunged into a case where military codes of honor conceal dark currents of revenge and ambition, and the men controlling the moves have the best weapons and training the world can offer.",African American police,2002,412,en,No rating,http://books.google.co.in/books?id=zGi7ykBppIcC&dq=subject:thriller&hl=&cd=35&source=gbs_api,http://books.google.com/books/content?id=zGi7ykBppIcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Confessor,Daniel Silva,"In the wake of a Munich writer's assassination, Mossad agent Gabriel Allon and Vatican priest Pietro embark on dangerous journeys that reveal long-buried secrets affecting the fates of millions of people.",Fiction,2003,568,en,4,http://books.google.co.in/books?id=ViZePgAACAAJ&dq=subject:thriller&hl=&cd=36&source=gbs_api,http://books.google.com/books/content?id=ViZePgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Game for Heroes,Jack Higgins,Intrepid British spy and soldier of fortune Owen Morgan leads a hard-nosed gang of commandos on a mission to destroy an island fortress of the Third Reich in the English Channel.,Fiction,2002,324,en,4,http://books.google.co.in/books?id=czJ-qu4ZisoC&dq=subject:thriller&hl=&cd=37&source=gbs_api,http://books.google.com/books/content?id=czJ-qu4ZisoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Immoral,Brian Freeman,"In a moral world, murder is the ultimate crime, a killer pays the ultimate price, and the victim remains buried. Unless everyone is immoral.",Fiction,2005-09,364,en,4,http://books.google.co.in/books?id=-A7Yp3tF39oC&dq=subject:thriller&hl=&cd=38&source=gbs_api,http://books.google.com/books/content?id=-A7Yp3tF39oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Hot Springs,Stephen Hunter,"This novel is set in the summer of 1946. Hot Springs, Arkansas is the center of this book about corruption and the life an ex-Marine named Earl Swagger.",FICTION.,2000,488,en,No rating,http://books.google.co.in/books?id=-_6Z2_JdZdwC&printsec=frontcover&dq=subject:thriller&hl=&cd=39&source=gbs_api,http://books.google.com/books/content?id=-_6Z2_JdZdwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Mortal Fear,Robin Cook,Internist Jason Howard believes that eminent geneticist Dr. Alvin Hayes was murdered and that the key to his death lies hidden in the Boston Health Care Clinic's molecular genetics lab,Fiction,1989,372,en,5,http://books.google.co.in/books?id=AxMIwYIYcDoC&dq=subject:thriller&hl=&cd=40&source=gbs_api,http://books.google.com/books/content?id=AxMIwYIYcDoC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Hell Island,Matthew Reilly,"It is an island that doesn't appear on any maps. A secret place, where classified experiments have been carried out. Experiments that have gone terribly wrong... Four crack special forces units are dropped in. One of them is a team of Marines, led by Captain Shane Schofield, call-sign: SCARECROW. Nothing can prepare Schofield's team for what they find there. You could say they've just entered hell. But that would be wrong. This is much, much worse.",Experimental rangelands,2012,108,en,No rating,http://books.google.co.in/books?id=mImgMQEACAAJ&dq=subject:thriller&hl=&cd=43&source=gbs_api,http://books.google.com/books/content?id=mImgMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Patriot Games,Tom Clancy,"The author of ""The Hunt for Red October"" has produced another adventure thriller centred upon a scheme by the Ulster Liberation Army to kidnap the Prince of Wales. Jack Ryan with his Marine training foils this attempt but in the process becomes a target of Northern Ireland's most dangerous men.",Adventure stories,1988,10,en,No rating,http://books.google.co.in/books?id=1uC0nhWhrOsC&dq=subject:thriller&hl=&cd=44&source=gbs_api,http://books.google.com/books/content?id=1uC0nhWhrOsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Skin Privilege,Karin Slaughter,"It's no simple case of murder. The charred remains of a woman have been found, and Detective Lena Adams is charged with homicide. The evidence leads Sara Linton - Grant Country's resident medical examiner/pediatrician - and her husband, police chief Jeffrey Tolliver, to those who are poisoning a small town with their sickening hatred.",Fiction,2011,578,en,No rating,http://books.google.co.in/books?id=8GfMjPUExuIC&dq=subject:thriller&hl=&cd=45&source=gbs_api,http://books.google.com/books/content?id=8GfMjPUExuIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Breaking Creed,Alex Kava,"Ryder Creed and his dogs have been making national headlines after intercepting several major drug stashes being smuggled through Atlanta's airport. But their newfound celebrity has also garnered some unwanted attention. When Creed and one of his dogs are called in to search a commercial fishing vessel, they discover a secret compartment. But the Colombian cartels' latest shipment isn't drugs. This time, its cargo is human. To make matters worse, Creed helps one of the cartel's drug mules escape - a fourteen-year-old girl who reminds him of his younger sister who disappeared fifteen years ago. Meanwhile, FBI agent Maggie O'Dell is investigating a series of murders - the victims tortured, killed, and dumped in the Potomac River. Maggie suspects they are the work of a cunning and brutal assassin. But by the time she uncovers a hit list with Creed's name on it, it might be too late...",Fiction,2015-01-27,320,en,No rating,http://books.google.co.in/books?id=Wcl5oAEACAAJ&dq=subject:thriller&hl=&cd=46&source=gbs_api,http://books.google.com/books/content?id=Wcl5oAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Devil's Bridge,Linda A. Fairstein,"The Manhattan waterfront is one of New York City's most beautiful vistas, boasting both the Statue of Liberty and the George Washington Bridge, the world's busiest traffic bridge. Assistant DA Alexandra Cooper and Detective Mike Chapman, in the midst of their own growing relationship, take on a case that forces them apart as a killer's twisted plan draws ever closer to home.",Audiobooks,2016-01-02,No page count available,en,No rating,http://books.google.co.in/books?id=pWvEjwEACAAJ&dq=subject:thriller&hl=&cd=47&source=gbs_api,http://books.google.com/books/content?id=pWvEjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Shutter Island,Dennis Lehane,"In the year 1954, U.S. Marshal Teddy Daniels and his partner, Chuck Aule, come to Shutter Island, home of Ashcliffe Hospital for the Criminally Insane, to investigate an unexplained disappearance. Multiple murderess Rachel Solando is loose somewhere on this barren island. As a killer hurricane bears relentlessly down on the island, hints of radical experimentation and covert government machinations add darker, more sinister shades to an already bizarre case.",Brainwashing,2009,0,de,3.5,http://books.google.co.in/books?id=QKkCSQAACAAJ&dq=subject:thriller&hl=&cd=48&source=gbs_api,No thumbnail available
Area 7,Matthew Reilly,"A HIDDEN LOCATIONIt is America's most secret base, a remote installation known only as Area 7.THE VISITORAnd today it has a guest: the President of the United States. But he's going to get more than he bargained for on this trip. Because hostile forces are waiting inside...HIS SAVIOURAmong the President's helicopter crew, however, is a young marine. His name is Schofield. Call-sign: SCARECROW. Rumour has it, he's a good man in a storm. Judging by what the President has just walked into, he'd better be...",Adventure stories,2012,550,en,No rating,http://books.google.co.in/books?id=Fz-rMQEACAAJ&dq=subject:thriller&hl=&cd=49&source=gbs_api,http://books.google.com/books/content?id=Fz-rMQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Life Penalty,Joy Fielding,"Gail Walton is comfortable and secure with a successful husband, two beloved daughters, and a house in the New Jersey suburbs. But one tragic afternoon shatters her perfect life beyond all recognition. Gail's six-year-old daughter is abducted from the neighborhood park, sexually assaulted, and murdered. Consumed with grief and rage, Gail turns her back on the police investigation and takes the law into her own hands. Armed with a description of the killer and a handgun, she prepares a meticulous trap to exact the ultimate revenge. Copyright © Libri GmbH. All rights reserved.",Fiction,1985,352,en,No rating,http://books.google.co.in/books?id=XyBLxBf3zc4C&dq=subject:thriller&hl=&cd=52&source=gbs_api,http://books.google.com/books/content?id=XyBLxBf3zc4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Flowers in the Attic,V. C. Andrews,"Flowers in the Attic is the dark, terrifying tale of four innocent children who are locked away from the world by a selfish mother. Ties in to the film starring Louise Fletcher and Victoria Tenant that was released in October. Garden of Shadows, the exciting prequel, will be released this month.)",Abused children,1997-12,0,en,No rating,http://books.google.co.in/books?id=rL1nvgEACAAJ&dq=subject:thriller&hl=&cd=53&source=gbs_api,http://books.google.com/books/content?id=rL1nvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
