Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
Five Have a Mystery to Solve,Enid Blyton,"Whispering Island - another mysterious place, with a million stories sorrounding it . . . Is it haunted? The Five are intrigued, but scared, too. Are they brave enough to go there and find out . . . These classic editions feature Enid Blyton's unchanged text and Eileen A. Soper's original illustrations.",Adventure stories,1997,170,en,No rating,http://books.google.co.in/books?id=pZsyHQAACAAJ&dq=subject:adventure&hl=&cd=22&source=gbs_api,http://books.google.com/books/content?id=pZsyHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Count of Monte Cristo,Alexandre Damas,"Presenting a delightful series of classics that will fascinate young readers. Written in simple langauge, these books retell the best-loved stories in literature in a way that will capture the child's imagination. A fabulous way to introduce children to the wealth of classic literature!",False imprisonment,2004-02-01,192,en,No rating,http://books.google.co.in/books?id=fUDfrQEACAAJ&dq=subject:adventure&hl=&cd=23&source=gbs_api,No thumbnail available
Coram Boy,Jamila Gavin,"Set in the eighteenth century, Coram Boy is a tale of two cities and a tale of two boys: Toby, saved from an African slave ship, and Aaron, the illegitimate heir to a great estate. It's also a tale of fathers and sons: slave-trader, Otis, and his son Meshak; and landowner Sir William Ashbrook and the son he disinherits.",Juvenile Fiction,2000,340,en,4,http://books.google.co.in/books?id=XyRQAAAAYAAJ&dq=subject:adventure&hl=&cd=24&source=gbs_api,http://books.google.com/books/content?id=XyRQAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Percy Jackson and the Greek Gods,Rick Riordan,"A publisher in New York asked me to write down what I know about the Greek gods, and I was like, Can we do this anonymously? Because I don't need the Olympians mad at me again. But if it helps you to know your Greek gods, and survive an encounter with them if they ever show up in your face, then I guess writing all this down will be my good deed for the week. So begins Percy Jackson's Greek Gods, in which the son of Poseidon adds his own magic--and sarcastic asides--to the classics. He explains how the world was created, then gives readers his personal take on a who's who of ancients, from Apollo to Zeus. Percy does not hold back. ""If you like horror shows, blood baths, lying, stealing, backstabbing, and cannibalism, then read on, because it definitely was a Golden Age for all that."" This novel-sized paperback, complete with an insert of full-color illustrations by Caldecott Honoree John Rocco, is portable and friendly, and the ideal way to introduce young readers to the classic stories. Praise for Percy Jackson's Greek Gods ""Percy's gift, which is no great secret, is to breathe new life into the gods. Closest attention is paid to the Olympians, but Riordan has a sure touch when it comes to fitting much into a small space-as does Rocco's artwork, which smokes and writhes on the page as if hit by lightning. . .The inevitable go-to for Percy's legions of fans who want the stories behind his stories."" -Kirkus Reviews ""The age-old stories are endlessly strong, resonant, and surprising, while the telling here is fresh, irreverent, and amusing. Percy's voice. . . John Rocco illustrates the myths with drama, verve, and clarity. A must-have addition to the Percy Jackson canon."" -Booklist Online ""Combining the sarcasm and wit of Percy Jackson with the original Greek myths is a great way to hook tweens and teens on the stories without boring them. The beautiful illustrations by John Rocco enhance each story. . ."" -VOYA",Children's stories,2015-05-07,0,en,No rating,http://books.google.co.in/books?id=eBTaoQEACAAJ&dq=subject:adventure&hl=&cd=26&source=gbs_api,http://books.google.com/books/content?id=eBTaoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ark Angel,Anthony Horowitz,"After recovering from a near fatal gunshot wound, teenage spy Alex Rider embarks on a new mission to stop a group of eco-terrorists from sabotaging the launch of the first outer space hotel.",Juvenile Fiction,2006,342,en,No rating,http://books.google.co.in/books?id=IgNaAAAAYAAJ&dq=subject:adventure&hl=&cd=27&source=gbs_api,http://books.google.com/books/content?id=IgNaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Gulliver's Travels,Jonathan Swift,"Lemuel Gulliver always dreamed of sailing across the seas, but he never imagined the places his travels would take him. His adventures could be the greatest tales ever told, if he survives long enough to tell them. These reader-favorite tiles are now updated for enhanced Common Core State Standards support, including discussion and writing prompts developed by a Common Core expert, an expanded introduction, bolded glossary words and dynamic new covers.",England,1993,152,en,No rating,http://books.google.co.in/books?id=t0c-PgAACAAJ&dq=subject:adventure&hl=&cd=28&source=gbs_api,No thumbnail available
Around the World in 80 Days [eBook - NC Digital Library],Jules Verne,No description available,Uncategorized,2010,0,en,No rating,http://books.google.co.in/books?id=WC2pzwEACAAJ&dq=subject:adventure&hl=&cd=29&source=gbs_api,No thumbnail available
The Bourne Identity,Robert Ludlum,"The harrowing story of a man with no memory--Jason Bourne--an assassin hunted by unseen armies for reasons he doesn't remember. A shooting victim, suffering from amnesia, finds himself with a Swiss bank account in the name of Jason Bourne, a professional assassin being manipulated by a top-secret American government organization to kill his arch rival, the dreaded Carlos.",Adventure,2010,0,en,No rating,http://books.google.co.in/books?id=q9lfPwAACAAJ&dq=subject:adventure&hl=&cd=30&source=gbs_api,http://books.google.com/books/content?id=q9lfPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Adventures of Huckleberry Finn,Mark Twain,"Recounts the adventures of a young boy and an escaped slave, as they travel down the Mississippi River on a raft.",Adventure,2016,190,en,No rating,http://books.google.co.in/books?id=WnQzzwEACAAJ&dq=subject:adventure&hl=&cd=31&source=gbs_api,No thumbnail available
The Sum of All Fears,Tom Clancy,"CIA Deputy Director Jack Ryan returns to the screen in Paramount Pictures' film adaptation of this novel of intrigue, set for release in May and starring Ben Affleck as Ryan. The Gulf War is over and an Israeli nuclear weapon is missing. The balance of power in the Mideast--and the world--is about to change forever. Jack Ryan returns to face the challenge of his career when his proposal for a Middle Eastern peace plan erupts into chaos. Copyright © Libri GmbH. All rights reserved.",Fiction,1991,1290,en,No rating,http://books.google.co.in/books?id=nDi8NxY_oT8C&dq=subject:adventure&hl=&cd=32&source=gbs_api,http://books.google.com/books/content?id=nDi8NxY_oT8C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ghost Town at Sundown,Mary Pope Osborne,"In this title, the 10th in the series, the Tree House house whisks Jack and Annie back to a ghost town in the Wild West of the 1880s. There are wild horses, wandering ghosts and rattlesnakes. Ann tames a lost colt and they meet a friendly stranger, but will he help them solve the second riddle?",Juvenile Fiction,2001,84,en,No rating,http://books.google.co.in/books?id=VLs-iGcK8pQC&dq=subject:adventure&hl=&cd=33&source=gbs_api,http://books.google.com/books/content?id=VLs-iGcK8pQC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Amber Spyglass,Philip Pullman,"Together, Will and Lyra approach the most dangerous stage of their epic journey, as the worlds prepare for the greatest war that has ever been known.",Adventure,2005,0,en,4,http://books.google.co.in/books?id=o9GHAAAACAAJ&dq=subject:adventure&hl=&cd=34&source=gbs_api,http://books.google.com/books/content?id=o9GHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Railway Children,Edith Nesbit,"Roberta, Peter and Phyllis lead an ordinary suburban life with Mother and Father and trips to the zoo and the pantomime. But when Father is mysteriously taken away one night, everything changes. What has happened to Father, and will he come back?",Children of prisoners,1989,185,en,No rating,http://books.google.co.in/books?id=2GQ9PgAACAAJ&dq=subject:adventure&hl=&cd=35&source=gbs_api,No thumbnail available
The Lost World,Michael Crichton,"With the highest grossing film in cinema history, Jurassic Park invented the word dinomania which swept the country in 1993. Now, the events prefaced in the epilogue to that novel are explored in this sequel.",Adventure,1995,0,en,No rating,http://books.google.co.in/books?id=4ECGvgEACAAJ&dq=subject:adventure&hl=&cd=36&source=gbs_api,http://books.google.com/books/content?id=4ECGvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
King Solomon's Mines,Henry Rider Haggard,No description available,Adventure stories,1985,238,en,No rating,http://books.google.co.in/books?id=PcpEPgAACAAJ&dq=subject:adventure&hl=&cd=37&source=gbs_api,No thumbnail available
The black arrow,Robert Louis Stevenson,No description available,Adventure,1959,186,en,No rating,http://books.google.co.in/books?id=Ih3IMgEACAAJ&dq=subject:adventure&hl=&cd=38&source=gbs_api,No thumbnail available
The Lost World,Arthur Conan Doyle,No description available,Uncategorized,1986-01-01,191,en,No rating,http://books.google.co.in/books?id=UOxLPgAACAAJ&dq=subject:adventure&hl=&cd=39&source=gbs_api,No thumbnail available
The Long Patrol,Brian Jacques,"Tenth Thrilling Redwall Adventure - New In Paperback! Damug Warfang, Head Of A Thousand Rapscallions - The Deadliest Horde Of Foebeasts Ever To Jump From Ship To Shore - Is Looking For Slaughter And Plunder. Can Any Beast Stand Against The Conqueror And His Savage Troops? Tammo'S Dream Comes True When He Is Given The Chance To Run With The Long Patrol, The Legendary Fighting Hares Of Salamandastron. . .",Juvenile Fiction,1998,372,en,No rating,http://books.google.co.in/books?id=dpKnkf5pILAC&dq=subject:adventure&hl=&cd=40&source=gbs_api,http://books.google.com/books/content?id=dpKnkf5pILAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Jungle,Upton Sinclair,...Documents the brutal conditions in the Chicago stockyards at the turn of the century and brings into sharp moral focus the appalling odds against which immigrants and other working people struggled for their share in the American dream...,Adventure,1906,432,en,4,http://books.google.co.in/books?id=UOFEAQAAMAAJ&dq=subject:adventure&hl=&cd=42&source=gbs_api,http://books.google.com/books/content?id=UOFEAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Angel Experiment,James Patterson,"Max soars above the world . . . but in James Patterson's thrilling adventure, fantasy can come crashing down to reveal the nightmares of the Angel Experiment. Maximum Ride and her ""flock"" -- Fang, Iggy, Nudge, Gasman and Angel -- are just like ordinary kids, only they have wings and can fly. It may seem like a dream come true to some, but their lives can morph into a living nightmare at any time. Angel, the youngest member of the flock, is kidnapped and taken back to the ""School"" where she and the others were experimented on by a crew of whack jobs. Her friends brave a journey to blazing hot Death Valley, CA, to save Angel, but soon enough, they find themselves in yet another nightmare: fighting off the half-human, half-wolf ""Erasers"" in New York City. Whether in the treetops of Central Park or in the bowels of the Manhattan subway system, Max and her adopted family take the ride of their lives. Along the way, Max discovers that her purpose is save the world. But can she?",Juvenile Fiction,2007-04,472,en,5,http://books.google.co.in/books?id=435JAQAAIAAJ&dq=subject:adventure&hl=&cd=45&source=gbs_api,http://books.google.com/books/content?id=435JAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
South Sea Adventure,Willard Price,Hal and Roger Hunt are searching for exotic sea-life - and have a special mission to collect pearls from the oyster-beds of a secret lagoon. But do the crew and passengers of the LIVELY LADY know more than they should? Can anybody be trusted?,Adventure,1993-01,246,en,No rating,http://books.google.co.in/books?id=sSXsAQAACAAJ&dq=subject:adventure&hl=&cd=46&source=gbs_api,http://books.google.com/books/content?id=sSXsAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Adventure Collection,Willard Price,"It's wild! It's dangerous! And it's out there! Exploration and adventure is the name of the game for the Hunt family. Join Hal, Roger and their zoologist dad on their action-packed animal-tracking expeditions... Children both young and old will thrill at this collection of Willard Price adventure stories: never again a dull moment!","Adventure stories, English",1998,422,en,No rating,http://books.google.co.in/books?id=i7c9AAAACAAJ&dq=subject:adventure&hl=&cd=47&source=gbs_api,http://books.google.com/books/content?id=i7c9AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Safari Adventure,Willard Price,"One of Willard Price's adventure stories featuring Hal and Roger Hunt. The boys have a new quarry - the big-game poachers who threaten to wipe out a huge African game reserve. They capture a band of poachers red-handed, but the leader, Blackbeard, continues to elude them.",Adventure,2012,242,en,No rating,http://books.google.co.in/books?id=XKFDWoh1EdwC&dq=subject:adventure&hl=&cd=48&source=gbs_api,http://books.google.com/books/content?id=XKFDWoh1EdwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Cannibal Adventure,Willard Price,"Hal and Roger Hunt are in Papua New Guinea, the most dangerous and savage island in the world. But their adventure becomes even more deadlier when the brothers discover that man-eating crocodiles, cannibals and deadly snakes aren't the only things after t",Adventure,1993,258,en,No rating,http://books.google.co.in/books?id=ao1OuBnqif4C&dq=subject:adventure&hl=&cd=49&source=gbs_api,http://books.google.com/books/content?id=ao1OuBnqif4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Westward Ho!,Charles Kingsley,No description available,Adventure,1904,644,en,No rating,http://books.google.co.in/books?id=QmkiAAAAMAAJ&printsec=frontcover&dq=subject:adventure&hl=&cd=50&source=gbs_api,http://books.google.com/books/content?id=QmkiAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Revolution!,Gavin Scott,"Caught in the middle of the Russian Revolution in Petrograd in July 1917, Indiana Jones tries to keep his student friends out of trouble without betraying his involvement with French military intelligence.",Juvenile Fiction,1992,140,en,No rating,http://books.google.co.in/books?id=jO9ZYmzCLnIC&dq=subject:adventure&hl=&cd=51&source=gbs_api,http://books.google.com/books/content?id=jO9ZYmzCLnIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Dark is Rising,Susan Cooper,"""WHEN THE DARK COMES RISING, SIX SHALL TURN THEM BACK...."" When Will Stanton wakes up on the morning of his birthday, he discovers an unbelievable gift -- he is immortal. Bemused and terrified, he finds he is the last of the Old Ones, magical men and women sworn to protect the world from the source of evil, the Dark. At once Will is plunged into a quest to find six magical Signs to aid the powers of the Light. Six medallions -- iron, bronze, wood, water, fire, and stone -- created and hidden by the Old Ones centuries ago. But the Dark has sent out the Rider: evil cloaked in black, mounted upon a midnight stallion, and on the hunt for this youngest Old One, Will. He must find the six great Signs before the Dark can rise, for an epic battle between good and evil approaches.",Adventure,1973,331,en,No rating,http://books.google.co.in/books?id=l_lFPgAACAAJ&dq=subject:adventure&hl=&cd=52&source=gbs_api,http://books.google.com/books/content?id=l_lFPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Secret Peace,William McCay,"While serving as a special agent in the Belgian army during World War I, seventeen-year-old Indiana Jones accompanies two Bourbon princes on a dangerous secret mission to Austria to try to end the war.",Juvenile Fiction,1992,140,en,No rating,http://books.google.co.in/books?id=Gci_x8vYZbUC&dq=subject:adventure&hl=&cd=53&source=gbs_api,http://books.google.com/books/content?id=Gci_x8vYZbUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Castle of Adventure,Enid Blyton,No description available,Adventure,1959,216,en,No rating,http://books.google.co.in/books?id=tMUGtAEACAAJ&dq=subject:adventure&hl=&cd=55&source=gbs_api,No thumbnail available
The Colossus Rises,Peter Lerangis,"The day after 12-year-old Jack McKinley is told he has six months to live, he awakens on a mysterious island, where a secret organization promises to save his life - but with one condition. With his three friends, Jack must lead a mission to retrieve seven lost magical orbs, which, only when combined together, can save their lives. The challenge: the orbs have been missing for a thousand years, lost among the ruins and relics of the Seven Wonders of the Ancient World. With no one else to turn to and no escape in sight, the four friends have no choice but to undertake the quest.",JUVENILE FICTION,2013,256,en,No rating,http://books.google.co.in/books?id=4q3WkQEACAAJ&dq=subject:adventure&hl=&cd=56&source=gbs_api,http://books.google.com/books/content?id=4q3WkQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Secret Seven Adventure,Enid Blyton,No description available,Adventure,1963,121,en,No rating,http://books.google.co.in/books?id=5cFVkgEACAAJ&dq=subject:adventure&hl=&cd=57&source=gbs_api,No thumbnail available
A Falcon Flies,"Wilbur Smith, Wilbur A. Smith",No description available,Adventure stories,1980,704,en,No rating,http://books.google.co.in/books?id=KiJAPgAACAAJ&dq=subject:adventure&hl=&cd=58&source=gbs_api,http://books.google.com/books/content?id=KiJAPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Danger Down the Nile,"James Patterson, Chris Grabenstein","Bick Kidd and his globe-trotting siblings Beck, Storm and Tommy may have completed their first treasure hunt after their father was lost at sea, but their kidnapped mother is still in the hands of nasty pirates. Their search for a rescue plan takes them down the Nile river in Africa, where they'll have to navigate everything from Egyptian pyramids in the desert to wet-and-wild jungles - not to mention life-threatening encounters with wilderness diseases, angry hippos and some seriously bad guys - in order to find the treasure and save the day.",Adventure,2014-09-11,0,en,No rating,http://books.google.co.in/books?id=QNPrnQEACAAJ&dq=subject:adventure&hl=&cd=59&source=gbs_api,http://books.google.com/books/content?id=QNPrnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Enid Blyton's Five Go to Demon's Rocks,"Enid Blyton, Jolyne Knox",No description available,Uncategorized,1992-01,159,en,No rating,http://books.google.co.in/books?id=HyFlAAAACAAJ&dq=subject:adventure&hl=&cd=60&source=gbs_api,No thumbnail available
The Aquitaine Progression,Robert Ludlum,No description available,Adventure,1981,647,en,No rating,http://books.google.co.in/books?id=xn-8ngEACAAJ&dq=subject:adventure&hl=&cd=61&source=gbs_api,No thumbnail available
Five Go Adventuring Again,Unknown Author,No description available,Uncategorized,1942,No page count available,en,No rating,http://books.google.co.in/books?id=dwiVjwEACAAJ&dq=subject:adventure&hl=&cd=62&source=gbs_api,No thumbnail available
Kidnapped,Robert Louis Stevenson,No description available,Kidnapping,1980,211,en,No rating,http://books.google.co.in/books?id=BnKExwEACAAJ&dq=subject:adventure&hl=&cd=63&source=gbs_api,No thumbnail available
Dog Overboard!,Vivian Sathre,"Wishbone imagines that he is David Balfour, the young Scottish Lowlander bound for adventure in Kidnapped, the novel by Robert Louis Stevenson.",Juvenile Fiction,1998,148,en,No rating,http://books.google.co.in/books?id=J4ezuxDppkAC&dq=subject:adventure&hl=&cd=64&source=gbs_api,http://books.google.com/books/content?id=J4ezuxDppkAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
