Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
The Tempest,William Shakespeare,"The Tempest is a play by William Shakespeare, believed to have been written in 1610–11, and thought by many critics to be the last play that Shakespeare wrote alone. It is set on a remote island, where Prospero, the rightful Duke of Milan, plots to restore his daughter Miranda to her rightful place using illusion and skilful manipulation. He conjures up a storm, the eponymous tempest, to lure his usurping brother Antonio and the complicit King Alonso of Naples to the island. There, his machinations bring about the revelation of Antonio's lowly nature, the redemption of the King, and the marriage of Miranda to Alonso's son, Ferdinand. There is no obvious single source for the plot of The Tempest, but researchers have seen parallels in Erasmus's Naufragium, Peter Martyr's De orbe novo, and eyewitness reports by William Strachey and Sylvester Jordain of the real-life shipwreck of the Sea Venture on the islands of Bermuda, and the subsequent conflict between Sir Thomas Gates and Sir George Somers. In addition, one of Gonzalo's speeches is derived from Montaigne's essay Of the Canibales, and much of Prospero's renunciative speech is taken word for word from a speech by Medea in Ovid's poem Metamorphoses. The masque in Act 4 may have been a later addition, possibly in honour of the wedding of Princess Elizabeth and Frederick V in 1613. The play was first published in the First Folio of 1623. The story draws heavily on the tradition of the romance, and it was influenced by tragicomedy, the courtly masque and perhaps the commedia dell'arte. It differs from Shakespeare's other plays in its observation of a stricter, more organised neoclassical style. Critics see The Tempest as explicitly concerned with its own nature as a play, frequently drawing links between Prospero's ""art"" and theatrical illusion, and early critics saw Prospero as a representation of Shakespeare, and his renunciation of magic as signalling Shakespeare's farewell to the stage. The play portrays Prospero as a rational, and not an occultist, magician by providing a contrast to him in Sycorax: her magic is frequently described as destructive and terrible, where Prospero's is said to be wondrous and beautiful. Beginning in about 1950, with the publication of Psychology of Colonization by Octave Mannoni, The Tempest was viewed more and more through the lens of postcolonial theory—exemplified in adaptations like Aimé Césaire's Une Tempête set in Haiti—and there is even a scholarly journal on post-colonial criticism named after Caliban. The Tempest did not attract a significant amount of attention before the ban on the performance of plays in 1642, and only attained popularity after the Restoration, and then only in adapted versions. In the mid-19th century, theatre productions began to reinstate the original Shakespearean text, and in the 20th century, critics and scholars undertook a significant re-appraisal of the play's value, to the extent that it is now considered to be one of Shakespeare's greatest works. It has been adapted numerous times in a variety of styles and formats: in music, at least 46 operas by composers such as Fromental Halévy, Zdeněk Fibich and Thomas Adès; orchestral works by Tchaikovsky, Arthur Sullivan and Arthur Honegger; and songs by such diverse artists as Ralph Vaughan Williams, Michael Nyman and Pete Seeger; in literature, Percy Bysshe Shelley's poem With a Guitar, To Jane and W. H. Auden's The Sea and the Mirror; novels by Aimé Césaire and The Diviners by Margaret Laurence; in paintings by William Hogarth, Henry Fuseli, and John Everett Millais; and on screen, ranging through a hand-tinted version of Herbert Beerbohm Tree's 1905 stage performance, the science fiction film Forbidden Planet in 1956, Peter Greenaway's 1991 Prospero's Books featuring John Gielgud as Prospero, to Julie Taymor's 2010 film version which changed Prospero to Prospera (as played by Helen Mirren), and Des McAnuff's 2010 Stratford Shakespeare Festival production which starred Christopher Plummer.",Literary Collections,2015-07-28,172,en,No rating,http://books.google.co.in/books?id=VWBBCgAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=13&source=gbs_api,http://books.google.com/books/content?id=VWBBCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Birthday Party,Harold Pinter,"Stanley Webber is visited in his boarding house by strangers, Goldberg and McCann. An innocent-seeming birthday party for Stanley turns into a nightmare. The Birthday Party was first performed in 1958 and is now a modern classic, produced and studied throughout the world.",Performing Arts,2013-07-18,92,en,No rating,http://books.google.co.in/books?id=f0RlAgAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=14&source=gbs_api,http://books.google.com/books/content?id=f0RlAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
As You Like It,William Shakespeare,"Lively, instructive access to Shakespeare's rich and complex works.",Uncategorized,2001-04,464,en,5,http://books.google.co.in/books?id=cHD3DHyvAPAC&printsec=frontcover&dq=subject:drama&hl=&cd=15&source=gbs_api,http://books.google.com/books/content?id=cHD3DHyvAPAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Brand,Henrik Ibsen,"Robert David MacDonald's majestic version of Ibsen's poem-drama about the triumph of will over compromise. Brand, a fiery priest-hero, urges his flock to sacrifice their lives to save their souls. Cast size: 12",Drama,2016-03-02,195,en,No rating,http://books.google.co.in/books?id=uJz8DwAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=16&source=gbs_api,http://books.google.com/books/content?id=uJz8DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Prometheus Bound,Aeschylus,"Prometheus Bound is the starkest and strangest of the classic Greek tragedies, a play in which god and man are presented as radically, irreconcilably at odds. It begins with the shock of hammer blows as the Titan Prometheus is shackled to a rock in the Caucasus. This is his punishment for giving the gift of fire to humankind and for thwarting Zeus’s decision to exterminate the human race. Prometheus’s pain is unceasing, but he refuses to recant his commitment to humanity, to whom he has also brought the knowledge of writing, mathematics, medicine, and architecture. He hints that he knows how Zeus will be brought low in the future, but when Hermes demands that Prometheus divulge his secret, he refuses and is sent spinning into the abyss by a divine thunderbolt. To whom does humanity look for guidance: to the supreme deity or to the rebel Titan? What law controls the cosmos? Prometheus Bound, one of the great poetic achievements of the ancient world, appears here in a splendid new translation by Joel Agee that does full justice to the harsh and keening music of the original Greek.",Drama,2015-03-24,121,en,No rating,http://books.google.co.in/books?id=CHZoBAAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=17&source=gbs_api,http://books.google.com/books/content?id=CHZoBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Macbeth,William Shakespeare,"Macbeth est une tragédie de William Shakespeare. Elle prend place dans l'Écosse médiévale et retrace de manière très romancée le règne de Macbeth (1040-1057), en s'inspirant de près du récit qu'en fait Raphael Holinshed dans ses Chroniques, parues en 1587. Dévoré d'ambition, le général Macbeth commet le crime de régicide pour s'emparer du pouvoir, poussé par son épouse Lady Macbeth, mais la culpabilité et la paranoïa les font peu à peu sombrer dans la folie. La date de rédaction de Macbeth est inconnue, mais elle pourrait se situer entre 1599 et 1606 si l'on tente de la lire à la lumière des événements contemporains, en particulier l'avènement du roi écossais Jacques VI sur le trône d'Angleterre en 1603 et la Conspiration des Poudres en 1605. Elle est publiée pour la première fois dans le Premier Folio en 1623. Macbeth est la plus courte des tragédies de Shakespeare et l'une de ses plus populaires : de nombreux acteurs de renom ont interprété les rôles de Macbeth et Lady Macbeth, et ses adaptations dans d'autres médias sont nombreuses. Une superstition théâtrale veut qu'elle soit maudite et qu'il faille plutôt l'appeler « la pièce écossaise » que prononcer son nom sur scène.",Drama,2023-04-14,168,fr,No rating,http://books.google.co.in/books?id=jsW5EAAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=18&source=gbs_api,http://books.google.com/books/content?id=jsW5EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Comedy of Errors,William Shakespeare,"Two sets of identical twins provide the basis for ongoing incidents of mistaken identity, within a lively plot of quarrels, arrests, and a grand courtroom denouement. One of Shakespeare's earliest dramatic efforts, the play abounds in his trademark conceits, puns, and other forms of fanciful wordplay, foreshadowing his later and greater comedies.",Drama,2013-04-01,276,en,No rating,http://books.google.co.in/books?id=xweYDAAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=19&source=gbs_api,http://books.google.com/books/content?id=xweYDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Twelfth Night,Shakespeare W.,"Уильям Шекспир – один из самых значимых и таинственных писателей в мировой литературе, бесспорный мастер драматургии. Комедия ""Двенадцатая ночь"", в которой главные герои искренне смеются и преодолевают все тягости жизни с улыбкой, повествует о судьбе разлучённых близнецов - Виолы и Себастьяна. Они считали друг друга погибшими и никогда бы не встретились, если бы Виола не облачилась в мужское платье и не поступила на службу к герцогу Орсино... Читайте зарубежную литературу в оригинале!",Drama,No date available,113,en,No rating,http://books.google.co.in/books?id=klpSDwAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=20&source=gbs_api,http://books.google.com/books/content?id=klpSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The King of the Dark Chamber,Rabindranath Tagore,No description available,Drama,1916,224,en,No rating,http://books.google.co.in/books?id=j-ZHAQAAMAAJ&dq=subject:drama&hl=&cd=21&source=gbs_api,http://books.google.com/books/content?id=j-ZHAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ovid's Metamorphoses,Ovid,"Ovid's Metamorphosesis a weaving-together of classical myths, extending in time from the creation of the world to the death of Julius Caesar. This volume provides the Latin text of the first five books of the poem and the most detailed commentary available in English of these books.",Drama,1997,588,en,No rating,http://books.google.co.in/books?id=t12AuG0q144C&printsec=frontcover&dq=subject:drama&hl=&cd=22&source=gbs_api,http://books.google.com/books/content?id=t12AuG0q144C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Agamemnon,Aischylos,"Agamemnon är öppningspjäsen i Orestien-trilogin om huset Atreus förbannelse, som också innefattar Gravoffret och Eumeniderna. De tre tragedierna av den grekiska författaren Aischylos framfördes på Dionysosfestivalen år 458 f.Kr. Efter det trojanska kriget återvänder Agamemnon hem till Argos tillsammans med sitt krigsbyte Kassandra. Vid ankomsten mördas de båda av hans fru Klytaimestra och hennes älskare Aigisthos, som hämnd för att Agamemnon offrade sin och Klytaimestras dotter Ifigenia till gudarna. Det är början på en blodsfejd som kommer att löpa genom alla de tre pjäserna. I översättning av Emil Zilliacus. AISCHYLOS [525 f.Kr. - 456 f.Kr.] var en dramatiker och tragöd i det antika Grekland. Aischylos betraktas allmänt som teaterns fader. Han utvecklade teatermediet både genom att utöka antalet karaktärer på scen och genom att låta dem hamna i konflikt med varandra, tidigare hade karaktärerna bara kommunicerat med kören. Enbart sju av Aischylos omkring nittio pjäser har bevarats till modern tid, bland dem De sju mot Thebe, Agamemnon och Eumeniderna.",Drama,2022,130,sv,No rating,http://books.google.co.in/books?id=j_maEAAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=23&source=gbs_api,http://books.google.com/books/content?id=j_maEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Iliad,Homer Homer,"Excerpt from Iliad: Books XIII-XXIV; With Notes The present volume completes the school edition of the Iliad, the first part of which was published at the Clarendon Press in 1884. The plan of the commentary is substantially the same, but I have assumed that my readers are no longer troubled by the first difficulties of Homeric language. As in the case of the preceding volume the notes have had the advantage of being revised by Mr. R. W. Raper, to whom my best thanks are due. About the Publisher Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at www.forgottenbooks.com This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works.",Uncategorized,2018-02-06,468,en,No rating,http://books.google.co.in/books?id=GM4hzQEACAAJ&dq=subject:drama&hl=&cd=24&source=gbs_api,http://books.google.com/books/content?id=GM4hzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Plough and the Stars,Sean O'Casey,"This educational edition, with the full play text and an introduction to the playwright, features a detailed analysis of the language, structure and characters of the play, and textual notes explaining difficult words and references. It contains: - The full playtext - An introduction to the playwright, his background and his work - A detailed analysis of language, structure and characters in the play - Features of performance - Textual notes explaining difficult words and references",Drama,2016-03-24,153,en,No rating,http://books.google.co.in/books?id=RykuDAAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=26&source=gbs_api,http://books.google.com/books/content?id=RykuDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Midsummer Night's Dream,William Shakespeare,"A Midsummer Night's Dream, William Shakespeare. Published by Warwick International Publishing House.",Drama,2024-02-01,100,en,No rating,http://books.google.co.in/books?id=vAQaEQAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=27&source=gbs_api,http://books.google.com/books/content?id=vAQaEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Henry IV Part One,William Shakespeare,"Prince Hal, the son of King Henry IV, spends his time in idle pleasure with dissolute friends, among them the roguish Sir John Falstaff. But when the kingdom is threatened by rebellious forces, the prince must abandon his reckless ways. Taking arms against a heroic enemy, he begins a great and compelling transformation - from irresponsible reprobate to noble ruler of men.",Drama,2005-04-07,288,en,No rating,http://books.google.co.in/books?id=0hJWYk64EyAC&printsec=frontcover&dq=subject:drama&hl=&cd=28&source=gbs_api,http://books.google.com/books/content?id=0hJWYk64EyAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Euripides: Medea,Euripides,Comprehensive edition of this classic play aimed at second-year students and above.,Drama,2002-08-15,446,en,4,http://books.google.co.in/books?id=_lpCGXM6bCYC&dq=subject:drama&hl=&cd=29&source=gbs_api,http://books.google.com/books/content?id=_lpCGXM6bCYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Henry IV Part Two,William Shakespeare,"'This, of the history plays, is The Tragedy ... the most lyrical Shakespeare ever wrote' Simon Schama The old king Henry IV, sick and weary, must send out his forces - including the unruly Falstaff - to meet another rebellion that threatens to bring the country to the brink of civil war. But as the conflict grows, he must also confront a more personal problem - how to make his troublesome son Prince Hal accept his duty as heir and leave his carousing companions behind. Pitting youth against old age, son against father, carefree hope against the realities of ruling, this is an elegiac drama of pathos and regret. Used and Recommended by the National Theatre General Editor Stanley Wells Edited by Peter Davison Introduction by Adrian Poole",Drama,2005-04-07,341,en,No rating,http://books.google.co.in/books?id=FeqQ3AWobyAC&printsec=frontcover&dq=subject:drama&hl=&cd=30&source=gbs_api,http://books.google.com/books/content?id=FeqQ3AWobyAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Amadeus,Peter Shaffer,Play about the relationship between Mozart and Salieri.,Drama,1980,142,en,No rating,http://books.google.co.in/books?id=-FxcAAAAMAAJ&dq=subject:drama&hl=&cd=31&source=gbs_api,http://books.google.com/books/content?id=-FxcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Theory of Adaptation,Linda Hutcheon,"A Theory of Adaptation explores the continuous development of creative adaptation, and argues that the practice of adapting is central to the story-telling imagination. Linda Hutcheon develops a theory of adaptation through a range of media, from film and opera, to video games, pop music and theme parks, analysing the breadth, scope and creative possibilities within each. This new edition is supplemented by a new preface from the author, discussing both new adaptive forms/platforms and recent critical developments in the study of adaptation. It also features an illuminating new epilogue from Siobhan O’Flynn, focusing on adaptation in the context of digital media. She considers the impact of transmedia practices and properties on the form and practice of adaptation, as well as studying the extension of game narrative across media platforms, fan-based adaptation (from Twitter and Facebook to home movies), and the adaptation of books to digital formats. A Theory of Adaptation is the ideal guide to this ever evolving field of study and is essential reading for anyone interested in adaptation in the context of literary and media studies.",Literary Criticism,2012-08-21,297,en,No rating,http://books.google.co.in/books?id=C3CdqCZp8KQC&printsec=frontcover&dq=subject:drama&hl=&cd=32&source=gbs_api,http://books.google.com/books/content?id=C3CdqCZp8KQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
King Lear,William Shakespeare,No description available,Drama,1987,280,en,No rating,http://books.google.co.in/books?id=qyFaAAAAMAAJ&dq=subject:drama&hl=&cd=33&source=gbs_api,http://books.google.com/books/content?id=qyFaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Witches and Jesuits,Garry Wills,"This book reinterprets Macbeth by returning it to the context of its own time, recreating the theological and political crises of Shakespeare's era.",Drama,1995,238,en,No rating,http://books.google.co.in/books?id=7vXV585BiYYC&printsec=frontcover&dq=subject:drama&hl=&cd=34&source=gbs_api,http://books.google.com/books/content?id=7vXV585BiYYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Sign of the Four by Arthur Conan Doyle,Arthur Conan Doyle,"The Sign of Four was first released to magazines in 1890. It was later published in book format and is also known by the title The Sign of the Four. It is the second Sherlock Holmes novel, after A Study in Scarlet. The plot involves service in India, the Indian Rebellion of 1857, a stolen treasure, and a secret pact among four convicts (""the Four"" of the title) and two corrupt prison guards... and of course, Sherlock Holmes.",Uncategorized,2020-11-22,74,en,No rating,http://books.google.co.in/books?id=Gm4MzgEACAAJ&dq=subject:drama&hl=&cd=35&source=gbs_api,http://books.google.com/books/content?id=Gm4MzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
An Ideal Husband,Oscar Wilde,No description available,Drama,1914,136,en,No rating,http://books.google.co.in/books?id=jo1I_gtmfCMC&dq=subject:drama&hl=&cd=36&source=gbs_api,http://books.google.com/books/content?id=jo1I_gtmfCMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Ajax,Sophocles,"Athena 'twas I Restrained Him, Casting On His Eyes O'ermastering Notions Of That Baneful Ecstasy, That Turned His Rage On Flocks And Mingled Droves Of Booty Yet Unshared, Guarded By Herdsmen. Then Plunging Amid The Thronging Horns He Slew.",Drama,1979,396,en,No rating,http://books.google.co.in/books?id=tyYqAAAAYAAJ&dq=subject:drama&hl=&cd=37&source=gbs_api,http://books.google.com/books/content?id=tyYqAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mother Courage and Her Children,"Bertolt Brecht, David Hare",Anna Fierling tries to hold her family together during the Thirty Years War.,Drama,1996,116,en,No rating,http://books.google.co.in/books?id=G8_nAAAAMAAJ&dq=subject:drama&hl=&cd=38&source=gbs_api,http://books.google.com/books/content?id=G8_nAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Spring Awakening,Frank Wedekind,"A tragi-comedy of teenage sex. Its fourteen-year-old heroine Wendla is killed by abortion pills. The young Moritz, terrorized by the world around him and especially by his teachers, shoots himself. The ending seems likely to be the suicide of Moritz's friend Melchior but in a confrontation with a mysterious stranger (the famous Masked Man) he finally manages to shed his illusions and face the consequences.",Drama,1980,120,en,No rating,http://books.google.co.in/books?id=heMnAAAAYAAJ&dq=subject:drama&hl=&cd=39&source=gbs_api,http://books.google.com/books/content?id=heMnAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Faust,Johann Wolfgang von Goethe,"Goethe fue un poeta, novelista, dramaturgo y cientifico aleman que ayudo a fundar el romanticismo, movimiento al que influencio profundamente. En palabras de George Eliot fue el mas grande hombre de letras aleman... y el ultimo verdadero hombre universal que camino sobre la tierra. Su obra, que abarca generos como la novela, la poesia lirica, el drama e incluso controvertidos tratados cientificos, dejo una profunda huella en importantes escritores, compositores, pensadores y artistas posteriores, siendo incalculable en la filosofia alemana posterior y constante fuente de inspiracion para todo tipo de obras.""",Drama,1974,184,en,No rating,http://books.google.co.in/books?id=HVYxAAAAIAAJ&dq=subject:drama&hl=&cd=40&source=gbs_api,http://books.google.com/books/content?id=HVYxAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Daughter of the Moon Goddess,Sue Lynn Tan,"The acclaimed national and international bestseller “Epic, romantic, and enthralling from start to finish.”—Stephanie Garber, #1 New York Times bestselling author of the Caraval series “An all-consuming work of literary fantasy that is breathtaking both for its beauty and its suspense.""—BookPage, starred review A captivating and romantic debut epic fantasy inspired by the legend of the Chinese moon goddess, Chang’e, in which a young woman’s quest to free her mother pits her against the most powerful immortal in the realm. Growing up on the moon, Xingyin is accustomed to solitude, unaware that she is being hidden from the feared Celestial Emperor who exiled her mother for stealing his elixir of immortality. But when Xingyin’s magic flares and her existence is discovered, she is forced to flee her home, leaving her mother behind. Alone, powerless, and afraid, she makes her way to the Celestial Kingdom, a land of wonder and secrets. Disguising her identity, she seizes an opportunity to learn alongside the emperor’s son, mastering archery and magic, even as passion flames between her and the prince. To save her mother, Xingyin embarks on a perilous quest, confronting legendary creatures and vicious enemies. But when treachery looms and forbidden magic threatens the kingdom, she must challenge the ruthless Celestial Emperor for her dream—striking a dangerous bargain in which she is torn between losing all she loves or plunging the realm into chaos. Daughter of the Moon Goddess begins an enchanting duology which weaves ancient Chinese mythology into a sweeping adventure of immortals and magic, of loss and sacrifice—where love vies with honor, dreams are fraught with betrayal, and hope emerges triumphant.",Fiction,2022-01-11,427,en,5,http://books.google.co.in/books?id=-eEoEAAAQBAJ&printsec=frontcover&dq=subject:drama&hl=&cd=43&source=gbs_api,http://books.google.com/books/content?id=-eEoEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
