Title,Author,Description,Category,Published Date,Page Count,Language,Average Rating,Preview Link,Thumbnail
Heartstopper: Volume 4: A Graphic Novel: Volume 4,Alice Oseman,Heartstopper: Volume 4 was originally published in England by Hachette Children's Group in 2021.,Boys,2022,0,en,No rating,http://books.google.co.in/books?id=yFPQzwEACAAJ&dq=subject:romance&hl=&cd=12&source=gbs_api,No thumbnail available
Fine Things,Danielle Steel,The story of a man who learns that one's capacity to love is not reached until it is tested.,Fiction,1988,415,en,No rating,http://books.google.co.in/books?id=aDYbgk-OCR4C&dq=subject:romance&hl=&cd=13&source=gbs_api,http://books.google.com/books/content?id=aDYbgk-OCR4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
White Hot,Sandra Brown,"When her younger brother commits suicide, Sayre Lynch returns to her hometown for the funeral and finds herself drawn into a web cast by her controlling and tyrranical father.",Fiction,2005,696,en,No rating,http://books.google.co.in/books?id=d2b39aiWVmcC&dq=subject:romance&hl=&cd=14&source=gbs_api,http://books.google.com/books/content?id=d2b39aiWVmcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Before the Season Ends,Linore Rose Burkard,"Prepare to fall in love with Ariana and her cohorts in this Christian Regency. From her home in the village of Chesterton to the very ballroom of Carlton House, readers will follow her journey of faith--and adventure--to its heartwarming conclusion.",Fiction,2005-05,322,en,3.5,http://books.google.co.in/books?id=7fWxNvWUyWsC&printsec=frontcover&dq=subject:romance&hl=&cd=15&source=gbs_api,http://books.google.com/books/content?id=7fWxNvWUyWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
An Offer from a Gentleman LP,Julia Quinn,"A New York Times Bestseller From #1 New York Times bestselling author Julia Quinn comes the story of Benedict Bridgerton, in the third of her beloved Regency-set novels featuring the charming, powerful Bridgerton family, now a series created by Shondaland for Netflix. BENEDICT'S STORY Sophie Beckett never dreamed she'd be able to sneak into Lady Bridgerton's famed masquerade ball--or that ""Prince Charming"" would be waiting there for her! Though the daughter of an earl, Sophie has been relegated to the role of servant by her disdainful stepmother. But now, spinning in the strong arms of the debonair and devastatingly handsome Benedict Bridgerton, she feels like royalty. Alas, she knows all enchantments must end when the clock strikes midnight. Ever since that magical night, a radiant vision in silver has blinded Benedict to the attractions of any other--except, perhaps, this alluring and oddly familiar beauty dressed in housemaid's garb whom he feels compelled to rescue from a most disagreeable situation. He has sworn to find and wed his mystery miss, but this breathtaking maid makes him weak with wanting her. Yet, if he offers her his heart, will Benedict sacrifice his only chance for a fairy-tale love?",Fiction,2022-05-24,512,en,No rating,http://books.google.co.in/books?id=Sfv4zgEACAAJ&dq=subject:romance&hl=&cd=16&source=gbs_api,http://books.google.com/books/content?id=Sfv4zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Italian Girl,Lucinda Riley,"Rosanna Menici is just a girl when she meets Roberto Rossini, the man who will change her life. In the years to come, their destinies are bound together by their extraordinary talents as opera singers and by their enduring but obsessive love for each other--a love that will ultimately affect the lives of those closest to them. For, as Rosanna slowly discovers, their unison is haunted by irreversible events from the past...",Man-woman relationships,2015,No page count available,en,No rating,http://books.google.co.in/books?id=ZlbsjwEACAAJ&dq=subject:romance&hl=&cd=17&source=gbs_api,http://books.google.com/books/content?id=ZlbsjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
North and South,Elizabeth Cleghorn Gaskell,"Milton is a sooty, noisy northern town centred around the cotton mills that employ most of its inhavitants. Arriving from a rural idyll in the South, Margaret Hale is initially shocked by the social unrest and povery she finds in her new home town -- back cover.","England, Northern",1927,456,en,No rating,http://books.google.co.in/books?id=A1Dtmi0VdMwC&dq=subject:romance&hl=&cd=18&source=gbs_api,http://books.google.com/books/content?id=A1Dtmi0VdMwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Heir of Fire,Sarah J. Maas,"Celaena Sardothien rises from the ashes to burn even brighter than before. Celaena has survived deadly contests and shattering heartbreak-but at an unspeakable cost. Now, she must travel to a new land to confront her darkest truth.a truth about her h",Uncategorized,2015-09,0,en,No rating,http://books.google.co.in/books?id=FLoNkAEACAAJ&dq=subject:romance&hl=&cd=19&source=gbs_api,http://books.google.com/books/content?id=FLoNkAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Storm Sister,Lucinda Riley,"Ally D'Apliese is about to compete in one of the world's most perilous yacht races, when she hears the news of her adoptive father's sudden, mysterious death. Rushing back to meet her five sisters at their family home, she discovers that her father - an elusive billionaire affectionately known to his daughters as Pa Salt - has left each of them a tantalising clue to their true heritage. Ally has also recently embarked on a deeply passionate love affair that will change her destiny forever. But with her life now turned upside down, Ally decides to leave the open seas and follow the trail that her father left her, which leads her to the icy beauty of Norway ... There, Ally begins to discover her roots - and how her story is inextricably bound to that of a young unknown singer, Anna Landvik, who lived there over a hundred years before, and sang in the first performance of Grieg's iconic music set to Ibsen's play 'Peer Gynt'. As Ally learns more about Anna, she also begins to question who her father, Pa Salt, really was. And why is the seventh sister missing?",Adopted children,2015-11-05,0,en,No rating,http://books.google.co.in/books?id=yhNNrgEACAAJ&dq=subject:romance&hl=&cd=20&source=gbs_api,http://books.google.com/books/content?id=yhNNrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Emma,Jane Austen,Emma tries to impose her match making ideas on everyone and finds that sometimes she should desist.,England,1996,422,en,No rating,http://books.google.co.in/books?id=ig1NfvdjQgIC&dq=subject:romance&hl=&cd=21&source=gbs_api,http://books.google.com/books/content?id=ig1NfvdjQgIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Tara Road,Maeve Binchy,"Thanks to a chance phone call, Ria from Dublin and Marilyn from New England switch houses for the summer with extraordinary results when they are drawn into lifestyles vastly different than their own.",Detective and mystery stories,1999,502,en,No rating,http://books.google.co.in/books?id=dh6-QgAACAAJ&dq=subject:romance&hl=&cd=22&source=gbs_api,http://books.google.com/books/content?id=dh6-QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Anne of Avonlea,"Montgomery, Ian, Lucy Maud Montgomery","In this sequel to ""Anne of Green Gables,"" teenage Anne Shirley becomes a schoolteacher in a small village on Prince Edward Island.",Islands,1984-05-01,277,en,No rating,http://books.google.co.in/books?id=yllMPgAACAAJ&dq=subject:romance&hl=&cd=23&source=gbs_api,No thumbnail available
Northanger Abbey,Jane Austen,Classics with legible texts you can actually read at a fantastic price.,Books and reading,2012-01-01,256,en,No rating,http://books.google.co.in/books?id=NLc7MAEACAAJ&dq=subject:romance&hl=&cd=24&source=gbs_api,http://books.google.com/books/content?id=NLc7MAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Loving Scoundrel,Johanna Lindsey,"Danny grew up on the streets of London as a pickpocket, but Jeremy Malory rescues her and hires her as his upstairs maid.",Fiction,2004,528,en,No rating,http://books.google.co.in/books?id=OShhkoZC_9wC&dq=subject:romance&hl=&cd=26&source=gbs_api,http://books.google.com/books/content?id=OShhkoZC_9wC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mansfield Park,Jane Austen,"A New York Times Bestselling Author -- In Jane Austen's third published novel after Sense and Sensibility and Pride and Prejudice, young Fanny Price is sent to live with her wealthy uncle and aunt, Sir Thomas and Lady Bertram, at Mansfield Park. Raised among her four cousins, Fanny -- the poor relation -- often goes unobserved in the household, making her a unique observer of the ethics, morals, attitudes and behavior of English society.",Fiction,2010,661,en,No rating,http://books.google.co.in/books?id=22veSAAACAAJ&dq=subject:romance&hl=&cd=27&source=gbs_api,http://books.google.com/books/content?id=22veSAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Thirteen,Honore de Balzac,"This series of three novellas is unified by an overarching motif: in all three tales, a mysterious secret society known as The Thirteen is at work behind the scenes. The men in the group have pledged eternal loyalty to each other, and if any member ever finds himself in peril, it is the sworn duty of the others to come to his aid. Honore de Balzac uses this premise as a device to explore a wide range of topics, including clashes between different classes of society, doomed romances, and intrigue driven by greed.",Classic literature,2014,0,en,No rating,http://books.google.co.in/books?id=2ntOtAEACAAJ&dq=subject:romance&hl=&cd=28&source=gbs_api,http://books.google.com/books/content?id=2ntOtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Seduce Me at Sunrise,Lisa Kleypas,Can she remember the man he once was?,Great Britain,2008,0,en,5,http://books.google.co.in/books?id=HRDmNwAACAAJ&dq=subject:romance&hl=&cd=29&source=gbs_api,http://books.google.com/books/content?id=HRDmNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Perfect Wife,Lynsay Sands,"""It was to be hoped that her groom was partial to cherries. For Avelyn feared she would very much resemble one at their wedding feast. Too round, too red in the scarlet gown that was all she could fit into ... and perhaps too tart for his taste? No doubt he longed for a sweet, biddable bride, one who was as tiny and trim as she was trying to appear. Paen Gerville longed for a lively, well-rounded woman, one whose plump breast would cushion his head after the lonely, harsh life of a solitary fighting knight. At first his wife-to-be promised no such delights - her form was unbending, her health apparently fragile as she fainted into his arms after their first kiss. But one split bridal gown later, her assets were eye-poppingly apparent and Paen could only grin as he anticipated the surprises yet to come on his wedding night with ...""--Publisher's description.",Great Britain,2005,374,en,No rating,http://books.google.co.in/books?id=NqsRzXYI61gC&dq=subject:romance&hl=&cd=30&source=gbs_api,http://books.google.com/books/content?id=NqsRzXYI61gC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Persuasion,Jane Austen,Classics with legible texts you can actually read at a fantastic price.,Books and reading,2012-01-31,0,en,No rating,http://books.google.co.in/books?id=O93ctgAACAAJ&dq=subject:romance&hl=&cd=31&source=gbs_api,http://books.google.com/books/content?id=O93ctgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Somersault,Kenzaburō Ōe,"Ten years after recanting their teachings and abandoning their zealous and violent congregation, two men known only as the Patron and Guide of Humankind seek to overcome a radical faction while leading peaceful followers toward a new future.",Fiction,2003,584,en,No rating,http://books.google.co.in/books?id=xOhkAAAAMAAJ&dq=subject:romance&hl=&cd=32&source=gbs_api,http://books.google.com/books/content?id=xOhkAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Above and Beyond,Sandra Brown,Trevor's love for Kyla--the widow of his best friend--is complicated by a secret that threatens to destroy their fragile relationship,Fiction,1986,297,en,No rating,http://books.google.co.in/books?id=QES7mCcS4EwC&dq=subject:romance&hl=&cd=33&source=gbs_api,http://books.google.com/books/content?id=QES7mCcS4EwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Rising Tides,Nora Roberts,"""New York Times"" bestselling author Nora Roberts presents the second novel in a dramatic trilogy of three men who return home to honor their father's last wish--to care for Seth, a troubled boy in need of a family. The first novel, ""Sea Swept"" brings the character of Cameron Quinn, a racing boat driver, to life. Here, the quiet brother, a fisherman, Ethan Quinn's character is explored.",Fiction,1998-08,0,en,No rating,http://books.google.co.in/books?id=fzdMPgAACAAJ&dq=subject:romance&hl=&cd=34&source=gbs_api,http://books.google.com/books/content?id=fzdMPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Too Strong to Deny,Emma Darcy,No description available,Fiction,1990,294,en,No rating,http://books.google.co.in/books?id=2LEG-1l0GasC&dq=subject:romance&hl=&cd=35&source=gbs_api,http://books.google.com/books/content?id=2LEG-1l0GasC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Five Days in Paris,Danielle Steel,"Follows the five-day affair between a man and a woman in Paris, a relationship that decides the course of the rest of their lives. Reprint.",Fiction,1997-01-01,291,en,No rating,http://books.google.co.in/books?id=OVAqeqKah5AC&dq=subject:romance&hl=&cd=36&source=gbs_api,http://books.google.com/books/content?id=OVAqeqKah5AC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Glass Menagerie,Tennessee Williams,The only single edition now available of this American classic about a mother obsessed with her disabled daughter.,Drama,1999,132,en,4,http://books.google.co.in/books?id=tWbVwZjv43kC&dq=subject:romance&hl=&cd=37&source=gbs_api,http://books.google.com/books/content?id=tWbVwZjv43kC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Captivated,Nora Roberts,His interest in her was purely professional ... or so he told himself.,Fiction,2004-01-25,312,en,4,http://books.google.co.in/books?id=4TtmtWzIIpsC&dq=subject:romance&hl=&cd=38&source=gbs_api,http://books.google.com/books/content?id=4TtmtWzIIpsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Legacy,Linda Lael Miller,An Australian sheep rancher's dying wish is that his daughter marry the man who was both her first love and unfaithful to her a decade earlier.,Fiction,1994,2,en,No rating,http://books.google.co.in/books?id=wAp-p3golOkC&dq=subject:romance&hl=&cd=39&source=gbs_api,http://books.google.com/books/content?id=wAp-p3golOkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Rachel Papers,Martin Amis,"On the eve of his twentieth birthday, Charles Highway reviews his campaign to win over a self-assured girl named Rachel.",Black humor,1992,0,en,No rating,http://books.google.co.in/books?id=11FVPgAACAAJ&dq=subject:romance&hl=&cd=40&source=gbs_api,http://books.google.com/books/content?id=11FVPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Daughter of the Forest,Juliet Marillier,"This novel is the beginning of a trilogy filled with history and fantasy, myth and magic, and legend and love. Sorcha, the seventh child of Lord Column of Sevenwaters, is destined to defend her family and protect her land from the Britons Northwoods clan.",Kidnapping,2001-03,0,en,No rating,http://books.google.co.in/books?id=_PROPgAACAAJ&dq=subject:romance&hl=&cd=43&source=gbs_api,http://books.google.com/books/content?id=_PROPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Layla,Colleen Hoover,"""When Leeds meets Layla, he's convinced he'll spend the rest of his life with her--until an unexpected attack leaves Layla fighting for her life. After weeks in the hospital, Layla recovers physically, but the emotional and mental scarring has altered the woman Leeds fell in love with. In order to put their relationship back on track, Leeds whisks Layla away to the bed-and-breakfast where they first met. Once they arrive, Layla's behavior takes a bizarre turn. And that's just one of many inexplicable occurrences.""--",Fiction,2020-12-08,304,en,5,http://books.google.co.in/books?id=jPJzzQEACAAJ&dq=subject:romance&hl=&cd=46&source=gbs_api,http://books.google.com/books/content?id=jPJzzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Chain of Gold,Cassandra Clare,No description available,Brothers and sisters,2019,No page count available,en,No rating,http://books.google.co.in/books?id=OKp2zQEACAAJ&dq=subject:romance&hl=&cd=47&source=gbs_api,http://books.google.com/books/content?id=OKp2zQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Mastering the Marquess,Vanessa Kelly,"""Since the loss of her parents, Meredith Burnley has contented herself with a solitary life looking after her half-sister, Annabel. But Meredith's peace is shattered when her uncle schemes to marry her off to his son in order to gain her inheritance. Desperate, Meredith has only one choice: to flee with Annabel to their estranged grandparents' home. But their arrival soon reignites a family scandal--and kindles unexpected romance ... Happily reunited with the girls, Annabel's grandmother resolves to convince her nephew, Stephen Mallory, the Marquess of Silverton, to abandon his rakish lifestyle and wed Annabel. Stephen is clearly captivated--but with the wrong sister. Determined to make Meredith his own, Stephen embarks on a seduction that will leave her with no choice but to surrender to his touch ...""--Page 4 of cover.",Fiction,2009-04,499,en,No rating,http://books.google.co.in/books?id=-k2LFLSdY0IC&dq=subject:romance&hl=&cd=48&source=gbs_api,http://books.google.com/books/content?id=-k2LFLSdY0IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Swipe Right,Levi Lusko,"God wants you to have amazing sex There is nothing more powerful on earth than the forces of love, sex, and romance. In fact, relationships are a matter of life-and-death importance. So how you can train today for the relationship you want tomorrow? In Swipe Right, Levi Lusko shares with raw honesty from his own life experiences and God's Word how to regret-proof your marriage bed and your deathbed resist settling for instant pleasure by discovering what your heart really longs for learn how to avoid and treat sexual scars by careful living today turn the clumsy ""sex talk"" with your child into dialogue that leads to wise choices transform a stagnant marriage by trading predictable nearness for mind-blowing intimacy God's dreams for your life are not intended to kill your joy but to enhance it. Whether you're fed up with dating and hooking up as usual, tired of being single, numb because of porn and casual sex, or curious about how to improve your marriage, this book is for you. Praise for Swipe Right ""It's my hope that whoever reads this will have their thoughts of the heart as seriously provoked as mine have been."" --Ryan Good Producer, writer, and entrepreneur ""It's a perspective I believe we need now more than ever."" --Steven Furtick Pastor, Elevation Church, and New York Times bestselling author ""One day, someday, there will be a day where you will need the down-to-earth wisdom in this book like you will oxygen."" --Joel Houston Songwriter, Hillsong United, and pastor, Hillsong NYC ""Swipe Right isn't just another book of how-not-tos but an honest, gritty, and real-time approach to navigating dating, sex, and romance with our souls and sanity intact."" --Judah Smith Lead pastor, The City Church, and New York Times bestselling author of Jesus Is _____. ""Swipe Right is a timely, wonderful, prophetic, and needed message for our generation."" --Christine Caine Founder of the A21 Campaign and bestselling author of Unashamed ""If you are wondering what God's plans are for your love life, or leading those in search of his plan for theirs, you need this book."" --Louie Giglio Pastor of Passion City Church, founder of Passion Conferences, and author of The Comeback ""This is a good book. Study it, ponder it, and, if you know a fifteen-year-old, tell them to read it."" --Max Lucado New York Times bestselling author ""We need the Swipe Right message now more than ever before."" --Lysa TerKeurst New York Times bestselling author and president of Proverbs 31 Ministries ""This is more than just a book; it's a life jacket "" --Chris Tomlin Grammy Award-winning musician and author of Good Good Father ""Levi shows that God will light our way, if we allow him to."" --Carl Lentz Pastor, Hillsong NYC ""Funny and engaging, while simultaneously practical and hard-hitting."" --Craig Groeschel Pastor of Life.Church and author of From This Day Forward",Religion,2017,0,en,No rating,http://books.google.co.in/books?id=BSvADAEACAAJ&dq=subject:romance&hl=&cd=49&source=gbs_api,http://books.google.com/books/content?id=BSvADAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Climax of Passion,Emma Darcy,"Climax Of Passion by Emma Darcy released on Aug 25, 1995 is available now for purchase.",Fiction,1995,196,en,No rating,http://books.google.co.in/books?id=nZ329ce7ef4C&dq=subject:romance&hl=&cd=50&source=gbs_api,http://books.google.com/books/content?id=nZ329ce7ef4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Last Song,Nicholas Sparks,"Her teenage life turned upside-down by her parents' divorce and her father's relocation out of state, Ronnie Miller remains bitter three years later when her mother urges her to spend a summer with her father, a concert pianist who is quietly immersed in creating a work of art that will become the centerpiece of a local church. By the best-selling author of The Lucky One. Movie tie-in.",Fiction,2009-09-08,390,en,No rating,http://books.google.co.in/books?id=ZfH5ngEACAAJ&dq=subject:romance&hl=&cd=51&source=gbs_api,http://books.google.com/books/content?id=ZfH5ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
A Forgotten Magic,Kathleen O'Brien,"A Forgotten Magic by Kathleen O'Brien released on Feb 22, 1994 is available now for purchase.",Fiction,1994,196,en,No rating,http://books.google.co.in/books?id=l8hFABHm2C0C&dq=subject:romance&hl=&cd=52&source=gbs_api,http://books.google.com/books/content?id=l8hFABHm2C0C&printsec=frontcover&img=1&zoom=1&source=gbs_api
Sweet Ache,K. Bromberg,"The New York Times bestselling author of the Driven series turns up the heat when a sexy bet turns into so much more.... Hawkin Play, the bad boy rock star with a good guy heart, has lived a lifetime of cleaning up after his twin brother's mistakes. Hunter's most recent screwup could land Hawke in jail and risk the band's future. Hawke agrees to guest lecture at a local college to stay in the judge's good graces--and a bet with his bandmate to seduce his sexy teaching assistant is icing on the cake. Quinlan Westin is harder to bed than Hawke imagined. She knows his type and is determined to avoid the rocker at all costs--even if their attraction runs deeper than simple lust. Just as Hawke might finally be winning over the girl, his brother has other plans. When Hunter realizes his twin finally has a weakness, he'll stop at nothing to take advantage....",Fiction,2015,402,en,No rating,http://books.google.co.in/books?id=JOMBDAAAQBAJ&dq=subject:romance&hl=&cd=53&source=gbs_api,http://books.google.com/books/content?id=JOMBDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Marry Me by Sundown,Johanna Lindsey,"""Published in 2018 by arrangement with Galley Books, an imprint of Simon & Schuster, Inc.""--Copyright page.",Fiction,2018-07-04,0,en,No rating,http://books.google.co.in/books?id=tO0dtQEACAAJ&dq=subject:romance&hl=&cd=54&source=gbs_api,http://books.google.com/books/content?id=tO0dtQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Sunlight, Moonlight",Amanda Ashley,"Plagued by loneliness and despair for the past four centuries, a vampire finds unexpected love with a beautiful young woman who stumbles upon his tomb of darkness.",Fiction,1997,404,en,5,http://books.google.co.in/books?id=avoITjblhssC&dq=subject:romance&hl=&cd=55&source=gbs_api,http://books.google.com/books/content?id=avoITjblhssC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Wishes,Lisa Jackson,"Kate Summers is in a desperate fight to keep a wealthy family from gaining custody of her adopted son. She turns to the only man she can trust, a sensual man with his own past to hide. It's a past with shocking ties to hers, and it's about to explode in fury and raging passion.",Fiction,1999-07-28,488,en,5,http://books.google.co.in/books?id=PpSnldGW6mYC&dq=subject:romance&hl=&cd=56&source=gbs_api,http://books.google.com/books/content?id=PpSnldGW6mYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
